1,1,0,0,0,2,0,5.172,-0.429,1.359,-1.659,0,0,0,0,0,0,0,1,0,0,0.353659,0.761932,0.263335,0.291304,1.0105,0.180165,0.221969,0.968647,1.633248,2.116657,0.528058,0.328461,0.473456,0.450148,0.087149,0,0.364864,0.605528,0.076389,0,0,0,0
1,0,1,0,1,2,-1,1.906,-2.4,0.454,-2.462,0,0,0,0,0,0,0,0,0,0,0.378775,0.372766,0.638814,0.393733,0.41999,0.372703,0.20437,0.412516,2.018618,0.960429,0.325392,0.485852,0.397303,0.08122,0.676676,0.334889,0.835055,0,0.247917,-0.385417,0,0,1
1,0,0,0,1,0,0,3.224,-4.091,6.115,-1.346,0,0,0,0,0,0,0,0,1,0,0.733687,0.566363,0.615604,0.679695,0.711598,0.304348,0.449199,0.75214,2.271096,1.753024,0.545936,0.05424,0.329437,0.129921,1.321844,0.446774,0.99487,0.227867,0.25,-0.238194,0,0,0
1,0,0,0,0,0,0,1.324,-2.056,1.589,-3.106,0,1,0,1,1,0,1,1,0,1,0.443394,0.388242,0.399916,0.453799,0.204291,0.286183,0.212894,0.459024,2.126685,0.872985,0.757213,0.605226,0.467666,0,0,0.399552,0.3402,0.83117,0,-0.142361,0,0,0
1,2,0,2,0,2,0,4.374,-0.474,2.435,-0.799,0,0,0,0,1,0,0,1,0,1,0.303753,0.85102,0.336747,0.288023,1.226848,0.165767,0.373899,1.193152,1.505825,2.480742,0.18684,0.706002,0.088796,0.141845,1.091117,0,0.703354,0.640011,0.558036,-0.125,0,0,0
0,0,0,0,0,3,-2,0.827,-4.493,1.132,-1.616,0,0,0,0,1,0,0,0,1,1,0.456085,0.177025,0.418535,0.65827,0.134085,1.106084,0.108721,0.162102,2.362865,0.491253,0.244444,0.026273,0.97543,0.437315,0.213048,0.563557,0.101052,0,0.116667,-0.6875,0,0,1
0,1,3,1,3,3,-10,5.892,-12.216,2.747,-10.961,3,2,3,3,2,3,0,1,3,2,1.606515,1.052315,1.352118,1.393995,1.196899,1.119534,0.726636,1.453165,6.955713,3.49741,2.075407,0,1.514368,0.01633,0.621443,0.296269,1.13108,0.835675,2.360417,-3.89508,0,0,1
1,1,0,1,0,2,0,2.748,0,0.797,0,0,0,0,0,0,0,0,0,0,0,0.041479,0.571658,0.040492,0.030678,0.965689,0.014865,0.221061,0.552771,0.083611,1.164632,0,0,0,0,0.469234,0,0,0.990077,0.5,0,0,0,0
1,1,0,1,0,4,0,11.558,-0.713,3.557,-1.307,0,0,0,0,0,0,0,0,0,0,0.671928,1.33159,0.749124,0.669897,1.844021,0.289527,0.578008,1.846258,2.868145,3.404089,0.218278,1.033475,0.002021,0.75554,0.498926,0.023358,0.83598,0.465927,1.285417,-0.125,0,0,0
1,0,0,0,0,3,0,2.998,-0.613,5.926,-0.306,0,0,0,0,1,0,0,1,0,1,0.314864,0.974732,0.206034,0.292603,1.172915,0.110386,0.336989,0.571653,1.157474,1.942079,0.39554,0,0,0.193037,2.635616,0.389462,1.334854,0,0.352083,-0.333333,3,0,0
